Result Number;Widget;Data Source;Result Row;Source Page URL;stato;comune;provincia;regione;provincia_scr;comune_scr;tipo_scr;Categoria;Sottocategoria;Ente destinatario;Dettaglio bene;Decreto destinazione
6393;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6393;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=91&comune=7337&tipo=0&stato=1;1;7337;91;19;TP;Buseto Palizzolo;Terreno;Terreno;Terreno agricolo;;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=231301;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0016033.pdf
6394;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6394;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7215&tipo=0&stato=1;1;7215;88;18;RC;Motta San Giovanni;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6395;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6395;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7215&tipo=0&stato=1;1;7215;88;18;RC;Motta San Giovanni;Terreno;Terreno;Terreno agricolo;;;
6396;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6396;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5304&tipo=0&stato=2;2;5304;65;12;RM;Albano Laziale;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6397;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6397;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5304&tipo=0&stato=2;2;5304;65;12;RM;Albano Laziale;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
6398;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6398;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Capannone;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6399;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6399;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Capannone;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6400;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6400;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Capannone;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6401;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6401;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6402;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6402;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6403;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6403;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6404;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6404;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6405;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6405;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6406;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6406;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
6407;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6407;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;;;
6408;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6408;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno edificabile;;;
6409;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6409;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno agricolo;;;
6410;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6410;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno edificabile;;;
6411;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6411;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno agricolo;;;
6412;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6412;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno edificabile;;;
6413;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6413;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno edificabile;;;
6414;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6414;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno agricolo;;;
6415;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6415;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno agricolo;;;
6416;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6416;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno agricolo;;;
6417;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6417;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=1;1;7199;88;18;RC;Gioia Tauro;Terreno;Terreno;Terreno agricolo;;;
6418;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6418;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6419;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6419;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6420;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6420;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6421;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6421;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6422;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6422;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6423;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6423;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6424;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6424;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6425;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6425;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6426;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6426;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6427;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6427;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6428;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6428;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6429;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6429;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6430;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6430;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6431;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6431;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6432;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6432;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6433;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6433;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6434;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6434;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6435;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6435;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6436;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6436;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6437;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6437;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6438;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6438;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6439;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6439;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6440;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6440;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6441;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6441;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Comuni;;
6442;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6442;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Comuni;;
6443;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6443;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6444;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6444;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
6445;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6445;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
6446;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6446;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
6447;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6447;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7199&tipo=0&stato=2;2;7199;88;18;RC;Gioia Tauro;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
6448;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6448;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=3;3;7539;93;19;ME;Torregrotta;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
6449;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6449;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=2;2;7539;93;19;ME;Torregrotta;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6450;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6450;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=2;2;7539;93;19;ME;Torregrotta;Altri beni immobili;Altra unità immobiliare;Altro;Comuni;;
6451;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6451;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=2;2;7539;93;19;ME;Torregrotta;Altri beni immobili;Altra unità immobiliare;Altro;Comuni;;
6452;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6452;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=2;2;7539;93;19;ME;Torregrotta;Altri beni immobili;Altra unità immobiliare;Altro;Comuni;;
6453;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6453;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=2;2;7539;93;19;ME;Torregrotta;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6454;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6454;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=2;2;7539;93;19;ME;Torregrotta;Terreno;Terreno;Terreno agricolo;Comuni;;
6455;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6455;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=2;2;7539;93;19;ME;Torregrotta;Terreno;Terreno;Terreno agricolo;Comuni;;
6456;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6456;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7215&tipo=0&stato=2;2;7215;88;18;RC;Motta San Giovanni;Terreno;Terreno;Terreno agricolo;Comuni;;
6457;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6457;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7539&tipo=0&stato=1;1;7539;93;19;ME;Torregrotta;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Altro;;;
6458;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6458;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=5319&tipo=0&stato=1;1;5319;65;12;RM;Capena;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6459;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6459;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=13&provincia=68&comune=5623&tipo=0&stato=1;1;5623;68;13;AQ;Rivisondoli;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6460;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6460;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7246&tipo=0&stato=1;1;7246;88;18;RC;Scilla;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;;;
6461;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6461;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1749&tipo=0&stato=2;2;1749;13;3;MI;Inveruno;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Comuni;;
6462;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6462;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1749&tipo=0&stato=2;2;1749;13;3;MI;Inveruno;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
6463;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6463;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6088&tipo=0&stato=2;2;6088;74;15;CE;Cellole;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Comuni;;
6464;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6464;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6670&tipo=0&stato=4;4;6670;81;16;TA;Palagiano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
6465;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6465;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=9&provincia=54&comune=4783&tipo=0&stato=2;2;4783;54;9;SI;Radicofani;Terreno;Terreno;Terreno agricolo;Comuni;;
6466;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6466;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6404&tipo=0&stato=2;2;6404;78;15;SA;Capaccio;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
6467;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6467;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6404&tipo=0&stato=2;2;6404;78;15;SA;Capaccio;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6468;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6468;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6404&tipo=0&stato=2;2;6404;78;15;SA;Capaccio;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
6469;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;6469;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6404&tipo=0&stato=2;2;6404;78;15;SA;Capaccio;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
