Result Number;Widget;Data Source;Result Row;Source Page URL;stato;comune;provincia;regione;provincia_scr;comune_scr;tipo_scr;Categoria;Sottocategoria;Ente destinatario;Dettaglio bene;Decreto destinazione
9876;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9876;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Corpo Forestale dello Stato;;
9877;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9877;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9878;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9878;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9879;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9879;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
9880;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9880;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9881;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9881;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
9882;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9882;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9883;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9883;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9884;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9884;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
9885;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9885;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9886;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9886;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9887;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9887;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9888;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9888;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
9889;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9889;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9890;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9890;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9891;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9891;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9892;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9892;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9893;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9893;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9894;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9894;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9895;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9895;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9896;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9896;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9897;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9897;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
9898;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9898;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9899;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9899;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9900;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9900;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
9901;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9901;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9902;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9902;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9903;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9903;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9904;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9904;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9905;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9905;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9906;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9906;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno agricolo;Comuni;;
9907;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9907;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7408&tipo=0&stato=2&page=3;2;7408;92;19;PA;Monreale;Terreno;Terreno;Terreno con fabbricato rurale;Comuni;;
10088;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10088;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Altri beni immobili;Altra unità immobiliare;Altro;Comuni;;
10089;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10089;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Altri beni immobili;Altra unità immobiliare;Altro;Comuni;;
10090;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10090;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Capannone;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
10091;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10091;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
10092;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10092;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
10093;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10093;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10094;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10094;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10095;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10095;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10096;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10096;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
10097;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10097;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10098;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10098;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10099;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10099;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10100;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10100;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
10101;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10101;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
10102;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10102;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
10103;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10103;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10104;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10104;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
10105;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10105;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
10106;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10106;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
10107;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10107;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
10108;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10108;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Ministeri;;
10109;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10109;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Ministeri;;
10110;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10110;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Ministeri;;
10111;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10111;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Ministeri;;
10112;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10112;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Carabinieri;;
10113;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;10113;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6217&tipo=0&stato=2&page=3;2;6217;76;15;NA;Napoli;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Guardia di Finanza;;
